Chỉ số,VNINDEX,,,,,,
Tên báo cáo,Lịch sử giá,,,,,,
Ngày tải,24/03/2026,,,,,,
,,,,,,,
NGÀY,GIÁ MỞ CỬA,GIÁ CAO NHẤT,GIÁ THẤP NHẤT,GIÁ ĐÓNG CỬA,KHỐI LƯỢNG,THAY ĐỔI GIÁ,% THAY ĐỔI
10/01/2023,"1,054.21","1,057.44","1,045.75","1,053.35","546,263,068.00",-0.86,-0.08
09/01/2023,"1,051.44","1,062.12","1,050.95","1,054.21","475,203,965.00",2.77,0.26
06/01/2023,"1,055.82","1,065.58","1,047.26","1,051.44","698,499,467.00",-4.38,-0.41
05/01/2023,"1,046.35","1,058.14","1,046.64","1,055.82","535,052,900.00",9.47,0.91
04/01/2023,"1,043.90","1,052.60","1,041.56","1,046.35","647,730,520.00",2.45,0.23
03/01/2023,"1,007.09","1,043.90","1,011.38","1,043.90","551,325,561.00",36.81,3.66
30/12/2022,"1,009.29","1,017.99","1,007.09","1,007.09","407,135,481.00",-2.20,-0.22
,,,,,,,
,,,,,,,
SIMPLIZE,,,,,,,
"Số 5 ngõ 316 Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, TP.Hà Nội
",,,,,,,
Website: simplize.vn,,,,,,,
Email: info@simplize.vn,,,,,,,
Tel: (+84) 38 840 8668,,,,,,,
